review,sentiment
"After a long period in the space, looking for the remains of planet Krypton, Superman (Brandon Routh) returns to Earth. He misses Lois Lane (Kate Bosworth), who got married and has a son with Richard White (James Marsden). Meanwhile, Lex Luthor (Kevin Spacey) plots an evil plan, using crystals he stole from the Fortress of Solitude, to create a new land and submerge the USA.<br /><br />After so many delightful movies of Superman with the unforgettable Christopher Reeve, or TV shows like ""Lois and Clark"" (and Teri Hatcher) or ""Smallville"", a great expectation was created for the return of Superman in this Bryan Singer's version. Unfortunately, the awful story is too long and boring, with many unnecessary parts, lack of emotion and overrated in IMDb. In addition, the romance between Lois Lane and Superman is something shamefully ridiculous. The twenty-two years old actress Kate Bosworth is wrongly miscast, playing the role of a mature reporter and experienced mother of a five years old boy. Brandon Routh is two years younger than Tom Welling, who plays a teenager Clark Kent in ""Smallville"". The character of Parker Posey, Kitty Kowalski, is actually a silly caricature. Last but not the least and in spite of being a terrific Lex Luthor, Kevin Spacey is forty-five years old, therefore older and older than the rest of the lead cast. The corny conclusion looks like a soap opera and is terrible. My vote is four.<br /><br />Title (Brazil): ""Superman Returns""",negative
"""Stealing Time"" actually dates back to 2001 when it was mysteriously titled ""Rennie's Landing"". Which explains how director Marc Fusco was able to afford this cast of now established television/movie actors in what is obviously an extremely low budget production. About ten minutes into the film you understand why this thing never got a theatrical release after it made the film festival rounds several years ago. <br /><br />Its recent distribution by Franchise Pictures probably reflects a perception that the rising popularity of certain cast members can be milked to recover some of the modest production costs. Although not a great addition to anyone's resume, young actors have done worse things when they were desperately seeking acting work of any kind.<br /><br />Peter Facinelli, Ethan Embry, Scott Foley and Charlotte Ayanna play college friends who do an early ""Big Chill"" reunion and compare war stories about the failure of reality to measure up to their dreams. <br /><br />Unfortunately nothing else happens, absolutely nothing. Yes Alec (Facinelli) dreams about a liquor store holdup and a bank robbery, which are then ""cheaply and lamely"" staged to completely inappropriate music. It is the least suspenseful bank job since W.C. Fields was the guard in ""The Bank Dick"". <br /><br />If anyone can point to any moment in ""Stealing Time"" where something ""actually"" happens I would like to know about it, because as far as I can tell, not a thing happens in the whole film. Perhaps Fusco, through incessant visual reflections, is trying to say something profound about taking control of one's life before it is too late. Like ""St. Elmo's Fire"" the movie is littered with every profound thought ever uttered by a young adult who has left the ivory tower to experience the real world for the first time.<br /><br />I felt Fusco was going for a kind of Howard Hawks Young Professionals in Action ""Only Angels Have Wings"" motif. Then again, I'm sure I was reading much too much into the film. After all, things actually happen Howard Hawks films.<br /><br />Then again, what do I know? I'm only a child.",negative
"Jude Law, Nicole Kidman, and Renne Zelwigger. They are all horrible. Especially the star, Jude Law. <br /><br />It's directed by the same guy who did the english patient and its based on a best selling novel of a man risking all to get back to his lover but unlike the wonderful English pateint, this movie sucks. It is really bad.<br /><br />Worst dialogue ever. ""But we've only know each other for a moment"" ""But they were a thousand moments, like diamonds in a bag""<br /><br />or <br /><br />""In some cultures you just have to say I marry you 3 times and you're married"" lovey-dovey-""I marry you, I marry you, I marry you, I marry you...""<br /><br />I'm ashamed I sat through it all. <br /><br />the whole movie was awful, horrible....Ughh no words, I'm sick.<br /><br />1/10 (the one is for the really loud bullet sounds, the sound crew did a good job)",negative
"In all the episodes, I never saw any real action or drama or comedy.<br /><br />The plot is so repetitive.<br /><br />****Somebody gets something old and then somebody else tells them a little bit about it and how much it's worth and who made it and where it comes from and how much it could sell for and if there was any work done to it.<br /><br />Sowhile I watched about 30 of these, i realized...there is no drama....nobody ever loses a limb or life or gets divorced or hit by a car or air-plane.<br /><br />There are no car chases or explosions- not even a horse race with old carriages.<br /><br />All those guns and swords and nobody goes on a violent killing spree...what gives? No pshycos, no axe-murders, no-gun-totting old Englishmen in bad suits...just yap yap yap...you have an old tea set and it came from the country of Germany back in 1602 - blah blah blah...<br /><br />I'm still waiting for somebody with a time machine to go on screen and ask about it, but no...it never comes to be and the only thing that happens is that some stuffy Englishman or woman serves up some crap about something old being sold in Boston or China during the Ming Dynasty - big EFFIN deal.<br /><br />Can't anybody ever kidnap one of the leads and hold them for ransom? Is there no alien spacecraft that will obliterate the entire floor? Who the hell writes this stuff as a series and expects us to stay awake? This is about as entertaining as watching paint dry - only with commentary.<br /><br />There's no sex, there's no comedy or romance, no action, no suspense, no action, no drama, no mystery or martial arts.<br /><br />This show sucks! What ever happened to supermodels wearing thongs and spewing lasers from a futuristic weapon? Antiques Roadshow - More like grab a blanket and pillow and go to sleep show...",negative
"I watched this movie and the original Carlitos Way back to back. The difference between the two is disgusting. Now i know that people are going to say that the prequel was made on a small budget but that never had anything to do with a bad script. Now maybe it's just me, but i always thought that a prequel was made to go set up the other movie, starring key characters and maybe filling in a bit about life that we didn't know. Rise to Power is just a movie that has Carlito's name. There should have been at least a few characters from the original movie, the ending makes no sense in relation to the original. In the end of this movie he retires with his sweet heart but how the hell do we get him coming out of prison in the next movie? And his woman isn't even the same woman that he talks about as his only love in the original. I would say the movie is mildly entertaining in its self, with a few decent bits but it pales when held up to it's big brother. Don't lay awake at night waiting to see this, watch the original one more time if you really need a hit.",negative
"I'm sure there is a documentary amongst the ruins of this Yawn-fest somewhere, given enough time maybe the producers could find it. I do not connect with any of the characters. This is a problem for a documentary. That disconnection soon festers into a complete animosity bordering on hostility. Although because of the poor story flow, I'm not really sure what is happening to them and what are the consequences of whatever it is they are trying to do. The story and faces jump around so quickly it is very hard to completely understand what is going on. The 3rd founder that takes them for $700K is introduced so late into the film, Khaleil and Tom have to backpaddle (fruitlessly) to explain ""oh yeah, this guy created the idea too"". And just when I thought I had a slight grasp on who all the tertiary characters were, some crazy woman in ranting about getting a puppy? What's up with that? Also, did Tom really have to give all those awkward speeches to the staff? I can only imagine the boredom they felt when it was really happening. Actually I think I feel for them.",negative
"I'm sorry folks, but these enthusiastic reviews on this prestigious site about this movie ""Respiro"" are very strange, to say the least. Is craziness picturesque, I ask and didn't find an answer. Of course, the movie is beautifully filmed, at part it's almost a documentary. But then, the fact is that when it comes to the women Grazia, she shows every sign of a deep illness and I was wondering throughout the movie what the heck she has. Her behavior is absolutely worrisome and the (shocked) citizens of the village are very right indeed in wanting to send her off to a proper institution to see what can be done about her condition. She needs treatment, urgently! Behaviour like hers is inferno to everybody around her, her husband, the poor children (especially) and the fellow citizens. Let's not be falsely romantic about this! I hated this condoning portrait of a mentally ill. WHY, for God's sake, should the husband not want to have her cured or at least try to do this? Why the horror of going to Milan (a big city, sure, but lots of possibilities of capable persons to cure her)? Narrowmindedness? Irresponsibility? Anyway, I inspired myself on this site for renting the movie on DVD and after seeing it I HAD to post this for others to make themselves an opinion on it. Frankly, I understand why the movie did not get any further as an INDICATION to the Cannes selection...",negative
"This movie is just plain dumb.<br /><br />From the casting of Ralph Meeker as Mike Hammer to the fatuous climax, the film is an exercise in wooden predictability.<br /><br />Mike Hammer is one of detective fiction's true sociopaths. Unlike Marlow and Spade, who put pieces together to solve the mystery, Hammer breaks things apart to get to the truth. This film turns Hammer into a boob by surrounding him with bad guys who are ... well, too dumb to get away with anything. One is so poorly drawn that he succumbs to a popcorn attack.<br /><br />Other parts of the movie are right out of the Three Stooges play book. Velda's dance at the barre, for instance, or the bad guy who accidentally stabs his boss in the back. And the continuity breaks are shameful: Frau Blucher is running down the centerline of the road when the camera is tight on her lower legs but she's way over the side when the camera pulls back for a wider shot. The worst break, however, precedes the popcorn attack. The bad guy stalking Hammer passes a clock seconds after our hero, except the clock shows he was seven minutes behind our guy.<br /><br />To be fair, there were some interesting camera angles and lighting, and the grand finale is so bad that it must been seen, which is the only reason that it gets two points out of 10.",negative
"Absolutely dreadful Mexican film supposedly based on a short story by Edgar Allan Poe about a newsman wanting to go into the confines of an asylum hidden in the woods to write a story about how it works, etc... When our hero, Gaston, is given the grand show by Dr. Maillard, head of the asylum, we see all kinds of things which are suppose to be horrific, such as men hanging around long in a dungeon, and comedic, such as our hero being joked upon by soldiers as he climbs down a ladder hanging over the side of a building. Then there is one sight which might have been meant to be both: a human man dressed as a chicken, yes, that's right a chicken, that pecks around the ground for chicken feed. The scene was to be a comedic highlight of the film, but, at least for me, it was the film's low point and really most revolting when you considered that grown men and women thought this might even be remotely entertaining. Ah! That is indeed the real horror that is Dr. Tarr and his Legion of Name Changes. And that brings me to this salient fact about the film which is most films that undergo multiple title changes usually have some kind of serious problem. Yes, this is obvious, but some have distribution problems and others, of which this is one, have numerous title changes so that someone might unsuspectingly buy the same garbage more than once. This is definitely garbage. It has very little going for it. The only performer worth having a look at is Claudio Brook as the head of the asylum. He is one huge slab of ham as he laughs maniacally, bellows orders, sashays with sword in hand, and praises the chicken. I got so tired of hearing him talk about the ""soothing system"" as his means to cure the mentally sick. What a bunch of ludicrosity(Hey, a film like this with a script like this deserves this kind of word). It won't take you long to figure out what is going on in the asylum nor will it be any more interesting. Cinematic chicken scratch!",negative
"Out of all the Princess stories Disney has put out there, Cinderella probably has the most enduring appeal. I can't really say why, but for some reason, generation after generation thrusts her to the top of their lists. As a little girl, I wanted nothing more than to be Cinderella with her glass slipper- it was my absolute favorite costume.<br /><br />Honestly, I don't think there is any story that more realizes the longings of the human heart than Cinderella. Who has never wanted to run away from the drudgeries of daily life and find someone who sees you as no one else ever had? The story is older than the English language and somehow it still rings true.<br /><br />As for the characters, if nothing else, Disney can make a wonderful villain. Lady Tremaine is evil to the T, in a wonderfully calculating, not overtly physical way. Her cutting tongue and eyes do the work for her- she doesn't need staffs of lightening to strike fear into your heart. The animal friends tend to grate, especially that idiotic Gus. I would have cheered had he met his fate in Lucifer's jaws. Cinderella herself was no pushover- making some justly catty remarks at times. However, she just lacked the drive to make her entirely sympathetic. Sure, she was nice and fed animals, but what was keeping her at that place? We never know. Even if she only became a maid in another house, at least she's be getting paid and have a shot at respect. It seems the only reason things work out in the end for Cindy is that everything sort of falls to place in her lap. She never works for her dreams that she sings so fondly of.<br /><br />Which brings me to the music, which is lovely, as ever. Ilene woods has a lovely, rich voice, probably my favorite of any Disney heroine. Some big standards originated here- A Dream is a Wish Your Heart Makes, So This is Love, Bibbidi Bobbidi Boo...<br /><br />Cinderella is a wonderful heartfelt story with a ton of musical highlights. While it is lacking in some character development, it does provide some classic villains and excellent voice work. If you are feeling sick at heart, pop it in- it'll warm you up and make you hum Mmm Mmm Good!<br /><br />Quote of the film:<br /><br />-Surprise! Surprise! -Duh duh duh- Happy Birthday!",positive
"It seems evident from this adaptation that he did not. Not only did he leave the plot behind, he made up his own! The things that he chose to leave in were so ridiculously unbelievable that I was happy he chose to leave out some of the most important parts of the novel. The plot was hazy, inconsistent and choppy to say the least. I don't want to say anything mean-spirited about the actors, but they can't act! Dickens is difficult, of course, but this is pathetic! Micawber was nothing more than a mid-nineteenth century Kramer, and the less said about Betsy Trotwood the better! If you want to see the real Copperfield, watch the wonderful 1999 BBC adaptation. As for the screenplay writer,I think he read the Cliff's Notes!",negative
"What was Steven Seagal thinking? I mean firstly I love Seagal. I love all his movies up to the mid 2000s. His early stuff is some of the best in the genre. This however does not live up to its excellent name. Attack Force (with protagonist Marshall Lawson {Seagal}) would be expected to be a mindless action movie with Seagal in typical one-liner ass kicking form. However, what we get is a crime mystery, bordering on a political thriller with little or no action. Seagal is always in shadows because of his weight. I could not follow this story. There's people who mutate to superhumans when they take a drug. What happened in this movie. The dubbing of Seagal is a disgrace, a shambles and a shame. Why dub the man? The story is terrible. This got a 2/10 from me because of the scene where Seagal asks for backup despite having an army with him, and an hilarious fight scene where seagal swings his hands like a girl facing the camera! ""Revenge is a two way street"" seagal says in this movie...well forget revenge Steven, you need redemption!",negative
"My first 'Columbo'. Rather enjoyed it. Great format, and Peter Falk's character extremely good...wonderfully quirky, he can take his place next to Poirot, Miss Marple, and also the likes of Marlowe and Rick Diamond. I can see why this series has such a following. <br /><br />As a professional musician, I HAVE to say a few things. First of all, a conductor who merely produces these pedestrian performances of the most basic examples of the repertoire (Eine Kleine Nachtmusik, Strauss Waltzes, Beethoven...) is never going to have a house like that or fame like that or cars like that, much less be called a genius. And the conducting that the actor does is so bad as to be laughable. No orchestra would take him seriously. <br /><br />There are several little things too, such as his rehearsal of Eine Kleine Nachtmusik (why rehearse it when they've just performed it for TV? Any orchestral musician would be able to play it in his or her sleep anyway...). His instructions to the ensemble are downright nonsensical, and when Columbo asks Blythe Danner what 'quasi fantasia' means, she says it's 'Latin'. It's Italian, as are the vast majority of musical instructions. <br /><br />And finally, no two great musicians would EVER have the following interchange: ""Play something."" ""What should I play?"" ""Chopin"". Music is their job and passion, they know it well. Something far more specific would be asked for, and offered! <br /><br />I know. I should get out more...",positive
"First I want to clarify that the average user's inability to appreciate imagination is appalling. What makes this show so unique is the hyper-reality it creates. You don't need to know why Ned can bring people back from the dead, or why it can only be for a minute. Where has the wonderment of childhood whimsical tales gone, much like A Wrinkle in Time.<br /><br />I say it is refreshingly original because it is a polar opposite to the masses of lay-it-all-out television that leaves no room for imagination or wonder.<br /><br />It's nice to add a bit of escapism to the television experience.<br /><br />The hyper-reality is my favorite aspect of the show. The 1950's-esque setting, the innocent and rare characters, and the scenery and physical setting which are not meant to be taken as pure reality.<br /><br />This show masks the morbid nature of death, while others embrace it. While entertaining, other television shows have taken a back shelf to this series. It truly has restored a sense of curiosity, imagination and wonder to television.<br /><br />Pushing Daisies quickly made it to the top of my list.",positive
"I must say as a girl with a cowboy of my own,I love this flick.It left me lovin them boots and wranglers even more.I told my friend about it and she loved it just as much,we were 'bout 13 at the time.I think it's the greatest love story ever told!I own it and never get tired of Bud & Sissy.",positive
"This is crap....utter crap. I cannot believe any company could even get people to work on a film like this. Full Moon has a number of awful films, but this has got to be the worst. First off, the plot doesn't exist. It's odd. It's like, they took an idea for the story, and kind of never really got around to developing it. They seemed to have just wasted a lot of time filming outside shots while the two ""heroes"" drove around in the desert, and Bradbury talks nonsense for about 10 minutes. There were two scenes in the movie (when Dez and Dazzy are driving, and when Dez and Bradbury are driving) where it just went on and on and on...it was almost like 2 music videos in the place where there should have been some dialog or action. They just drove for about 5 minutes, with nothing but music and shots of the surrounding landscape.<br /><br />Next, we come to the acting, which is simply horrible. First off, the girl who plays Dazzy is just a beast. She is so scary looking, I wanted to look away when she was on screen! Horrible casting. Then, you have the guy who played Dez, who couldn't act if his life depended on it. His ""crying"" is actually funny, and his madman antics are even funnier. The guy who plays the desk clerk at the hotel is just as bad, as is the guy who plays Bradbury. There was no acting that deserves any recognition in this movie whatsoever.<br /><br />The makeup effects...hmmm, can anyone say pathetic? The ""effects"" were so fake, they were laughable. The crazy little robot looking catepillar thing grabs onto someone, they cut away, and when they come back, the guy has a completely fake looking flesh wound. Nice. Did they run out of money on the makeup budget or what?! I must say the druggie chick who is in the one girl's apartment...nice makeup there too. I think they were going for a drugged look, and I think she was supposed to have a black guy, but it looked more like cheap zombie makeup for halloween.<br /><br />This movie is just horrible from the start. The story is stupid and very, very unoriginal, the direction looks as tho it was performed by a 10 year old, the acting is the lowest of the low, and so on. STAY AWAY from this movie at all costs. It's only 70 minutes long in the first place, and atleast 20 minutes of that is taken up by either music and no dialog or the character sitting around in the hotel. Do not waste your time on this piece of garbage.",negative
"A brilliant animated piece that was far ahead of its time, and certainly far ahead of anything that was being released in mass production at the same point in history. The influence of this work upon Tim Burton's ""Nightmare Before Christmas"" is readily apparent. One can only imagine how Starewicz slaved over every beautifully detailed frame of this masterpiece.<br /><br />There have been very few animated films of this caliber. It's a shame that more people haven't seen this gem.<br /><br />Apparently, IMdB now requires comments to be at least ten lines long, so this is the tenth line. This must be something new - but I really don't have anything else to say!",positive
"Great actors, good filming, a potentially interesting plot, and what should have been good dialog. Nothing else is good about this movie. Perhaps the writer or director thought they could make a thought provoking film out of annoying characters who are as deep as a cup of coffee. <br /><br />Within 10 minutes I disliked the portrayal of Kim by Caroleen Feeney so much that it became a distraction. While Kim is supposed to be an unsympathetic character, I am not sure I was supposed to want to commit acts of physical violence upon her. The first (of many) bizarre things that happen is that Wes (David Strathairn) goes from ""I am missing $50.00"" to ""She stole 50$"" in about 3 seconds. It was quite implausible, since she (Kim) never had access to his wallet nor was she a master pickpocket-- there simply was no rational reason to suspect her. Most people have lost/misplaced money and assume just that... we LOST it. Same goes for Kim later. All very unrealistic behavior in what is supposed to be (I think) a look at real people. The character of Kim was, at minimum, suffering from a BiPolar disorder. Wes had huge inadequacy issues, Nancy was just boring, and Matt was delusional (particularly about music). I actually turned this off about 2/3 of the way through. However, to write a valid comment, I forced myself to turn it back on hoping that something would come together in this movie. No, sorry, it was still bad. Make it a point to miss this one.",negative
"Rosie wasted a lot of TV time talking about the Tainos as if they were super influential in the dynamics of the modern day Puerto Rican. They were not. The truth is that the Africans and the Spanish were and she knows it. What kills me is that she is standing on the screen looking like some average light skin black chick ( with an obvious black daddy, cousins and auntie)pretending to truly acknowledge the real essence of what makes them the modern day Puerto Ricans,but barely mentioned how Africans influenced the way their Spanish is spoken, the food and music. She is so typical and I lost a lot of respect for her and will not support anything else she does. Also, since she wants to dance around her African-ness then she need not take more roles associated with blackness (i.e. Lackawanna Blues). We can find a prideful Black Latina next time (thank you Zoe Saldana,Gina Torres, Gina Ravera and Melissa DeSousa).<br /><br />To the Puerto Rican on here that said they are African and not ""black""....thank you. We ""blacks"" certainly do not have anything in common with ""you"" so there is no love lost. But, since you are probably in the States and have benefited from the Civil Rights movement we would like for you refuse any decent human treatment you received courtesy of the blood ,sweat and tears from the backs of the ""blacks"" you share nothing with.<br /><br />If I am correct Puerto Ricans have a terrible image in the media, but we blacks do not spend our time trying to disrespect you because we know that the media loves to exploits the low points and behaviors of all minorities to maintain mindless generalizations. However, you evidently have fed into the hype that one you are somehow white or superior...you are not. Also, you somehow feel compelled to believe that black culture is BET...again you are incorrect and need to take a vacation out of the hood. Try visiting Atlanta, Ga., Houston, Texas, Charlotte, N.C. Trust me none of those blacks want to claim your ""culture"" either.",negative
"Watching CBS's ""Surrender, Dorothy"", I kept wondering why Diane Keaton would want to be in it (not because it's a television movie--with the dearth of enticing roles for slightly older actresses, it isn't any wonder why Academy Award winning performers such as Keaton turn to TV--but because it offers no opportunities for Keaton to shine). A single mother, grieving the sudden death of her twenty-something daughter, imposes upon--and gradually becomes friends with--the group of young people her daughter was close to at the time of her accident. Adapted from the novel, this teleplay gives us a group of self-absorbed characters one would cross the street to avoid. Aside from being coarse and dim, these phony people are incredibly unconvincing, as is the tidy scenario and the bungalow near the beach where the kids reside (one young man, who wears muscle shirts to tell us he's gay, hears Diane Keaton say, ""Surrender, Dorothy"" and actually asks, ""That's from ""The Wizard of Oz"", right?""...no, genius, it's from ""Citizen Kane""!). Keaton may have wanted to do this material based on the subject matter of confronting death. She tries turning this distinctly unlikable woman into a shadow of her own personage (lots of kooky outfits), but it doesn't sit well with the viewer since Keaton has always been warmly likable and flexible in a flaky way. Here, she's a crazed harpy who doesn't learn many lessons on her journey of self-discovery (the movie quickly forgets it's about a dead young woman and becomes an odyssey for the nervous wreck of a mom, who appears to be an overage hippie who has never lost anyone close to her). This is the kind of film actors promote on talk shows with the caveat, ""It should help a lot of grieving mothers out there"". I can't imagine it helping anyone since it is intrinsically a downer, muddled and baffling. It's deranged.",negative
"A typical romp through Cheech and Chong's reality which includes drugs, singing, more drugs, cars and driving, even more drugs, Pee Wee, aliens, gasoline, laundry, stand up comedy, surprisingly more drugs and SPACE COKE !!. It is not as coherent or plausible as Up in Smoke but it still is incredibly funny, without becoming as strange as Nice Dreams. There are some classic scenes, which include the opening scene where they get some gas for their car and the drive to work. Also funny is Cheech's song (Mexican-Americans) and Chong's follow up song. Another notable scene is the welfare office scene with Jones (human noise machine), from the Police Academy series, and the old laughing man. All in all, this is a great follow up to Up in Smoke and is quite watchable when sober or not.<br /><br />-Celluloid Rehab",positive
"This movie is a 90 minute Ramones concert with brief periods of stupidity and absolute boredom. What kind of high school is this anyway?<br /><br />Unless you are a major Ramones fan, DO NOT and I repeat DO NOT waste your time like I did. This is utterly unwatchable from start to finish. This movie should be called Ramone Fever. Everyone appears to like them in this movie. There is not a plot to be found in this flick. As far as teen comedies go, you are scraping the bottom of the barrel with this one.",negative
"This film just doesn't work. No two ways about it. I saw it for the first time back in '98 when it was released and I didn't like it. I just bought it on sale a couple of days ago, 'cause I thought ""whatta hell, I'll give it a try"". I don't regret for the money I put out for Hamilton, but the fact remained the same.. this movie is pointless, dull and uninteresting.<br /><br />Stormare is usually a delight, but that's when he's making films in the US. Back home he doesn't do the trick. Sure the movie is well made (if you forget the odd stock footage here'n'there), but in the end the only thing that REALLY lifts Hamilton above one star garbage, is Hamill's turn as the bad guy Hawkins. He seriously has fun with the character and is also responsible for the only two good moments in the movie.. ""Swedish intelligence, huh? Now there's a contradiction in terms"" and when he allows Hamilton to have a word or two with his wife over the phone towards the end of the flick. And that's really pretty much it.<br /><br />** / *****",negative
"IN COLD BLOOD is masterfully directed and adapted by Richard Brooks. However, it's also so bent on being realistic, it's sometimes more clinical than entertaining. Recounting the brutal killing of a Midwest family, author Truman Capote focused on minutia, wrapping himself and the reader up in the subject AND subjects! Brooks departs wildly from that approach in favor of something closer to docudrama. Although he films on actual locations, he keeps his distance. The murderers are portrayed as depraved imbeciles, which surely they were. They're not seen as misunderstood souls (as in the Capote book) and the savagery of their act is horrifyingly blunt. Scott Wilson and Robert Blake are excellent as the killers as is the supporting cast, including John Forsythe and Paul Stewart as the reporter (the Capote ""character?"") The landmark photography is by the great Conrad Hall.",positive
"One of the best TV shows out there, if not the best one. Why? Simple: it has guts to show us real life in prison, without any clichés and predictable twists. This is not Prison Break or any other show, actually comparing to Oz the show Sopranos look like story for children's. Profanity, cursing, shots of explicit violence and using drugs, disgusting scenes of male sexual organs and rapes... all this and more in Oz. But this is not the best part of Oz; the characters are the strongest point of this show; they're all excellent and not annoying, despite the fact we are looking at brutal criminals. The actors are excellent, my favorite are the actors who are playing Ryan O'Reilly and Tobias Beecher, because they're so unique and changing their behavior completely. And most of all... the don't have no remorse for their actions. Overall... Oz is amazing show, the best one out there. Forget about CSI and shows about stupid doctors... this is the deal... OZ!",positive
"High school friends Andre Kriegman and Cal Gabriel declare war on their classmates and plan a terrifying assault on their high school. As they begin the deadly countdown to their final act of revenge, the two start a video diary to explain their feelings and chronicle their mission.<br /><br />There is another similar movie like this, called ""Elephant."" Why do I bring this up? To compare the two films, of course. I have to say, even though I liked ""Elephant,"" this is a much better film. What's the difference, you ask? Well, for starters, this is shot differently, much along the lines of ""Cloverfield,"" ""Blair Witch Project,"" and ""Diary of the Dead."" This makes the movie all the better because it's much more painfully realistic.<br /><br />But what won me over was how the movie was willing to show the ""other side of the story."" You get to know these two shooters, unlike ""Elephant."" I actually cared for one of the shooters and could understand their actions and why they did what they did. This movie actually makes you feel sympathetic to these people and that's a good thing because it's not always black and white.<br /><br />To be honest, this is why I almost cried in this movie. The characters are real human beings with logic and reasons behind their actions. You get to understand them. It's not like they want to kill people for attention. Overall, this film is emotionally gripping and very haunting and much better than ""Elephant.""",positive
"This is a good family movie with a few laughs. I wish it didn't have too much of the school stuff like the bully in it to fill the movie up. Also, it seems a little too easy to save a piece of land from being built. I mean, the it just flowed too easily. It does make you aware of the wildlife. It had a cute way of introducing the piece of land which the fast runner but a little too slow for me. A little too hokey for me and it reminded me of going back to school. Oh, the DVD is chock full of goodies so don't miss out. 7 out of 10 for the movie 10 out 10 for the DVD with the extras that is well worth to watch. Well worth your time to see this!",positive
"Director Lo Wei was known to read the racing papers and take naps on the set - tells us something about his ""approach to film-making, huh? The reviews I've read fall into two categories: 1) this is a film so bad it is funny, or 2) this is a film so bad it is boring.<br /><br />So let's get to the point we all agree on - this film is really bad.<br /><br />I vote for category 2). The story is almost incomprehensibly complex, and it is further shredded and twisted by the remarkably poor camera work and editing. Yet Lo Wei was so in love with it that he slows the pacing so we can all have a long look at it, whether we want to or not.<br /><br />Maybe Lo Wei was upset the day (or two) this film was made - he just wanted to make everybody suffer, cast, crew and audiences alike.<br /><br />Spare yourself the agony.",negative
"This movie is a perfect example of an excellent book getting ruined by a movie. Jacob Have I Loved is quite possibly the worst film that I have ever seen. There is no storyline, plots disappear, and the editing is awful. To top it all off, the music is straight from a synthesizer and sounds unbelievably terrible. Bridget Fonda's acting is decent, but everyone else's acting is totally amateur. I would suggest this movie to someone who is studying to be a producer as a study on how not to produce a movie as it is chock full of bad cut-scenes, bad transitions and acting that should have been re-shot! Read the book and don't waste your time with this film.",negative
"This is one of those cheaply made TV Movies were the characters seem to lose all sense. The premise of the story, the kidnapping of a son by the boy's father,is very good. But the story just seems to beggar belief. Whenever the mother is advised not to do anything you know fine well she is going to do it. It is a bit far fetched and not worthy of a viewing.",negative
"Done on a spare change budget of twenty bucks tops, this cheapie thirteen minute short cheerfully parodies George Lucas' legendary '77 sci-fi blockbuster ""Star Wars"" in the most infectiously dumb way imaginable. Writer/director Ernie Fosselius delivers a winning and often gut-busting blend of ludicrous sound effects, ineptly staged action scenes, cruddy (far from) special effects (you just gotta love the cheesy scratched-on-film lasers, tinfoil asteroids, and household appliances ... eer, I mean spaceships being swung around on obvious wires), badly dubbed in dialogue, shamelessly hammy acting, and Richard Wagner's rousing piece of classical music ""Ride of the Valkyries."" The characters are presented in suitably broad strokes; my favorites are whiny wimp Fluke Starbucker, venerable Jedi knight Auggie ""Ben"" Doggie, and hateful arch villain Darph Nader (who spouts nothing but incomprehensible gibberish). Moreover, 4-Q-3 is clearly based on the Tin Man from ""The Wizard of Oz"" while Artie Deco is definitely a cheap vacuum cleaner. This film's true masterstroke is casting legendary voice actor supreme Paul Frees as the narrator; Frees' deliciously rich and plummy histrionic tones add immensely to the considerable silly, yet sidesplitting tongue-in-cheek merriment (choice lines: ""You'll laugh! You'll cry! You'll kiss three bucks goodbye!""). A total hoot.",positive
"I just finished watching guinea pig - Devils experiment. I have to say that this movie, although having very good FX, better then I expected, was NOT a good movie. I honestly cant say that I enjoyed this movie at all. Of course It is effective in its way of being a shocking, realistic, twisted 43 minutes of torture, but I found it to be very boring (and not as gory as i hoped). And also I found that the torturers were very annoying, when they talked and loughed trying to sound tough all the time, that ruined it even more (and Im sure there's some people out there who will agree with me on that one). I have now seen guinea pig 1,2,3,5 and the best one out of those in my opinion is guinea pig 2 - Flowers of the flesh and blood. I wont say much more about Devils experiment, other than Great fx, descent acting from the girl, annoying fu**ing torturers, overall I give it 4 stars on account of the FX cos they are awesome.",negative
"This is a bad, bad movie. I'm an actual fencer: trust me when I say that this film's pretension of accuracy is just that. This is especially true during that vile little scene when the fencers are combining footwork with 80's pop. The ending is predictable, and the movie is a bore from start to finish. Horrible.",negative
"If you really loved GWTW, you will find quite disappointing the story. Those who may think this is just about a romantic story and the south, will be probably satisfied with this decent TV production (altought I consider an important miscast the choice for Scarlett). But, let me say that considering the novel, nothing good could came out of this.<br /><br />I've read GWTW more than 20 times and I can really appreciate the adaptation Mrs. Mitchell did for the film. It took me some time to understand how good the ending was: Scarlett knew for sure she was going to recover Rhett, since she always got what she wanted. But there was no kiss in the end.<br /><br />Then Alexandra Ripley came to ""fix"" this by showing us exactly how perfect and mighty Scarlett could be, and of course, describing in detail how exactly she gets Rhett back even when she had an important affair with someone else (nothing could have been further from Mrs. Mitchell mind, I am sure).<br /><br />The story between these points is in my opinion just a long and boring ride made up to tie ends, showing off costumes and scenarios just to give us an obvious and totally unnecessary ending.<br /><br />If Margaret Mitchell could came to live again, she would die one more time at the very moment she'd find out what Scarlett became after GWTW.<br /><br />Sure it's not fair to compare this to the original but this is not GWTW fault. Isn't it? Is it any good if I don't compare it to the original? Maybe. Sorry to say I don't really care.<br /><br />I would expect little more compromise to continue someone else's (suberb) work, otherwise don't even try.",negative
